Date,Individual,Episode,Type,Act.Time,Behaviour,Status,RR.ms,HR,Time,Dur,1,2,3,QT
20220228,Hazy,973,Target pole dives,41324.1,NA,NA,NA,NA,0,129.72,NA,NA,NA,NA
20220228,Hazy,973,Target pole dives,41324.77,NA,NA,NA,NA,0.67,129.72,NA,NA,NA,NA
20220228,Hazy,973,Target pole dives,41324.98,NA,NA,NA,NA,0.88,129.72,NA,NA,NA,NA
20220228,Hazy,973,Target pole dives,41325.18,NA,NA,NA,NA,1.08,129.72,NA,NA,NA,NA
20220228,Hazy,973,Target pole dives,41325.57,NA,NA,NA,NA,1.47,129.72,NA,NA,NA,NA
20220228,Hazy,973,Target pole dives,41325.72,NA,NA,NA,NA,1.62,129.72,NA,NA,NA,NA
20220228,Hazy,973,Target pole dives,41325.87,NA,NA,NA,NA,1.77,129.72,NA,NA,NA,NA
20220228,Hazy,973,Target pole dives,41326.35,NA,NA,NA,NA,2.25,129.72,NA,NA,NA,NA
20220228,Hazy,973,Target pole dives,41327.46,NA,NA,NA,NA,3.36,129.72,NA,NA,NA,NA
20220228,Hazy,973,Target pole dives,41327.73,NA,NA,NA,NA,3.63,129.72,NA,NA,NA,NA
20220228,Hazy,973,Target pole dives,41329.61,NA,NA,NA,NA,5.51,129.72,NA,NA,NA,NA
20220228,Hazy,973,Target pole dives,41330.47,NA,NA,860,70,6.37,129.72,NA,NA,NA,NA
20220228,Hazy,973,Target pole dives,41331.29,NA,NA,820,73,7.19,129.72,288.494,291.032,282.572,287.366
20220228,Hazy,973,Target pole dives,41332.04,NA,NA,750,80,7.94,129.72,NA,NA,NA,NA
20220228,Hazy,973,Target pole dives,41332.28,head above water,START,NA,NA,7.94,129.72,NA,NA,NA,NA
20220228,Hazy,973,Target pole dives,41332.73,NA,NA,690,87,8.63,129.72,NA,NA,NA,NA
20220228,Hazy,973,Target pole dives,41333.07,breath,POINT,NA,NA,8.63,129.72,NA,NA,NA,NA
20220228,Hazy,973,Target pole dives,41333.26,NA,NA,530,113,9.16,129.72,NA,NA,NA,NA
20220228,Hazy,973,Target pole dives,41333.98,NA,NA,720,83,9.88,129.72,NA,NA,NA,NA
20220228,Hazy,973,Target pole dives,41334.49,breath,POINT,NA,NA,9.88,129.72,NA,NA,NA,NA
20220228,Hazy,973,Target pole dives,41334.62,NA,NA,640,94,10.52,129.72,NA,NA,NA,NA
20220228,Hazy,973,Target pole dives,41335.23,NA,NA,610,98,11.13,129.72,NA,NA,NA,NA
20220228,Hazy,973,Target pole dives,41336.02,NA,NA,790,76,11.92,129.72,NA,NA,NA,NA
20220228,Hazy,973,Target pole dives,41336.31,head above water,STOP,NA,NA,11.92,129.72,NA,NA,NA,NA
20220228,Hazy,973,Target pole dives,41336.31,underwater,START,NA,NA,11.92,129.72,NA,NA,NA,NA
20220228,Hazy,973,Target pole dives,41337.82,NA,NA,NA,NA,13.72,129.72,NA,NA,NA,NA
20220228,Hazy,973,Target pole dives,41338.46,stationary underwater,START,NA,NA,13.72,129.72,NA,NA,NA,NA
20220228,Hazy,973,Target pole dives,41338.6,NA,NA,780,77,14.5,129.72,NA,NA,NA,NA
20220228,Hazy,973,Target pole dives,41339.55,NA,NA,950,63,15.45,129.72,NA,NA,NA,NA
20220228,Hazy,973,Target pole dives,41340.63,NA,NA,1080,56,16.53,129.72,NA,NA,NA,NA
20220228,Hazy,973,Target pole dives,41341.84,NA,NA,1210,50,17.74,129.72,266.215,268.472,266.215,266.9673333
20220228,Hazy,973,Target pole dives,41342.97,NA,NA,1130,53,18.87,129.72,282.008,278.624,283.136,281.256
20220228,Hazy,973,Target pole dives,41344.09,NA,NA,1120,54,19.99,129.72,278.624,278.624,277.496,278.248
20220228,Hazy,973,Target pole dives,41345.69,NA,NA,1600,38,21.59,129.72,271.856,269.6,269.6,270.352
20220228,Hazy,973,Target pole dives,41347.1,NA,NA,1410,43,23,129.72,271.856,268.472,272.984,271.104
20220228,Hazy,973,Target pole dives,41348.41,NA,NA,1310,46,24.31,129.72,268.472,269.6,270.728,269.6
20220228,Hazy,973,Target pole dives,41349.73,NA,NA,1320,45,25.63,129.72,276.368,275.24,277.496,276.368
20220228,Hazy,973,Target pole dives,41351.2,NA,NA,1470,41,27.1,129.72,NA,NA,NA,NA
20220228,Hazy,973,Target pole dives,41352.72,NA,NA,1520,39,28.62,129.72,277.496,276.368,276.368,276.744
20220228,Hazy,973,Target pole dives,41354.07,NA,NA,1350,44,29.97,129.72,285.392,284.264,280.88,283.512
20220228,Hazy,973,Target pole dives,41355.35,NA,NA,1280,47,31.25,129.72,280.88,282.572,281.726,281.726
20220228,Hazy,973,Target pole dives,41356.96,NA,NA,1610,37,32.86,129.72,280.88,277.496,279.188,279.188
20220228,Hazy,973,Target pole dives,41358.53,NA,NA,1570,38,34.43,129.72,NA,NA,NA,NA
20220228,Hazy,973,Target pole dives,41359.93,NA,NA,1400,43,35.83,129.72,274.112,273.266,274.958,274.112
20220228,Hazy,973,Target pole dives,41361.37,NA,NA,1440,42,37.27,129.72,275.24,274.112,280.88,276.744
20220228,Hazy,973,Target pole dives,41362.72,NA,NA,1350,44,38.62,129.72,NA,NA,NA,NA
20220228,Hazy,973,Target pole dives,41364.16,NA,NA,1440,42,40.06,129.72,286.802,288.494,286.802,287.366
20220228,Hazy,973,Target pole dives,41365.57,NA,NA,1410,43,41.47,129.72,276.65,278.342,276.65,277.214
20220228,Hazy,973,Target pole dives,41367.69,NA,NA,2120,28,43.59,129.72,290.186,290.186,287.648,289.34
20220228,Hazy,973,Target pole dives,41369.37,NA,NA,1680,36,45.27,129.72,NA,NA,NA,NA
20220228,Hazy,973,Target pole dives,41371.56,NA,NA,2190,27,47.46,129.72,270.728,267.343,269.6,269.2236667
20220228,Hazy,973,Target pole dives,41373.9,NA,NA,2340,26,49.8,129.72,275.804,276.65,278.342,276.932
20220228,Hazy,973,Target pole dives,41375.45,NA,NA,1550,39,51.35,129.72,274.112,275.804,274.112,274.676
20220228,Hazy,973,Target pole dives,41377.94,NA,NA,2490,24,53.84,129.72,NA,NA,NA,NA
20220228,Hazy,973,Target pole dives,41379.52,NA,NA,1580,38,55.42,129.72,277.496,277.496,276.65,277.214
20220228,Hazy,973,Target pole dives,41381.78,NA,NA,2260,27,57.68,129.72,280.88,282.572,283.418,282.29
20220228,Hazy,973,Target pole dives,41383.6,NA,NA,1820,33,59.5,129.72,284.264,279.752,285.392,283.136
20220228,Hazy,973,Target pole dives,41386.43,NA,NA,2830,21,62.33,129.72,276.368,277.496,276.368,276.744
20220228,Hazy,973,Target pole dives,41388.73,NA,NA,2300,26,64.63,129.72,285.392,286.52,284.264,285.392
20220228,Hazy,973,Target pole dives,41391.02,NA,NA,2290,26,66.92,129.72,286.52,291.032,291.032,289.528
20220228,Hazy,973,Target pole dives,41393.28,NA,NA,2260,27,69.18,129.72,282.572,282.572,278.624,281.256
20220228,Hazy,973,Target pole dives,41395.66,NA,NA,2380,25,71.56,129.72,276.368,274.112,282.008,277.496
20220228,Hazy,973,Target pole dives,41398.24,NA,NA,2580,23,74.14,129.72,288.776,292.16,292.16,291.032
20220228,Hazy,973,Target pole dives,41401.11,NA,NA,2870,21,77.01,129.72,272.984,274.112,275.24,274.112
20220228,Hazy,973,Target pole dives,41403.41,NA,NA,2300,26.08695652,79.31,129.72,280.88,284.264,282.008,282.384
20220228,Hazy,973,Target pole dives,41406.05,NA,NA,2640,22.72727273,81.95,129.72,NA,NA,NA,NA
20220228,Hazy,973,Target pole dives,41409.15,NA,NA,3100,19.35483871,85.05,129.72,285.392,285.392,278.624,283.136
20220228,Hazy,973,Target pole dives,41412.11,NA,NA,2960,20,88.01,129.72,271.856,272.984,278.624,274.488
20220228,Hazy,973,Target pole dives,41415.01,NA,NA,2900,20.68965517,90.91,129.72,291.878,293.57,294.416,293.288
20220228,Hazy,973,Target pole dives,41417.71,NA,NA,2700,22.22222222,93.61,129.72,NA,NA,NA,NA
20220228,Hazy,973,Target pole dives,41421.51,NA,NA,3800,16,97.41,129.72,282.008,279.752,279.752,280.504
20220228,Hazy,973,Target pole dives,41424.22,NA,NA,2710,22,100.12,129.72,294.416,296.672,295.544,295.544
20220228,Hazy,973,Target pole dives,41427.26,NA,NA,3040,20,103.16,129.72,288.494,290.186,289.34,289.34
20220228,Hazy,973,Target pole dives,41430.55,NA,NA,3290,18.23708207,106.45,129.72,285.392,285.392,287.648,286.144
20220228,Hazy,973,Target pole dives,41432.75,NA,NA,2200,27,108.65,129.72,287.648,284.264,286.802,286.238
20220228,Hazy,973,Target pole dives,41434.23,NA,NA,1480,41,110.13,129.72,NA,NA,NA,NA
20220228,Hazy,973,Target pole dives,41436.98,NA,NA,2750,22,112.88,129.72,NA,NA,NA,NA
20220228,Hazy,973,Target pole dives,41440.52,NA,NA,3540,17,116.42,129.72,296.672,300.056,295.544,297.424
20220228,Hazy,973,Target pole dives,41441.71,NA,NA,1190,50,117.61,129.72,292.16,293.288,291.032,292.16
20220228,Hazy,973,Target pole dives,41446.83,NA,NA,5120,12,122.73,129.72,297.8,299.492,295.262,297.518
20220228,Hazy,973,Target pole dives,41449.59,NA,NA,2760,22,125.49,129.72,297.8,297.8,296.672,297.424
20220228,Hazy,973,Target pole dives,41453.66,NA,NA,4070,15,129.56,129.72,282.008,285.392,288.776,285.392
20220228,Hazy,973,Target pole dives,41458.28,NA,NA,4620,13,134.18,129.72,288.776,288.776,288.776,288.776
20220228,Hazy,973,Target pole dives,41462.36,NA,NA,4080,15,138.26,129.72,286.52,284.264,286.52,285.768
20220228,Hazy,973,Target pole dives,41464.09,NA,NA,1730,35,139.99,129.72,297.8,305.697,302.312,301.9363333
20220228,Hazy,973,Target pole dives,41464.82,stationary underwater,STOP,NA,NA,139.99,129.72,NA,NA,NA,NA
20220228,Hazy,973,Target pole dives,41465.37,NA,NA,1280,47,141.27,129.72,288.776,289.904,287.648,288.776
20220228,Hazy,973,Target pole dives,41466.03,underwater,STOP,NA,NA,141.27,129.72,NA,NA,NA,NA
20220228,Hazy,973,Target pole dives,41466.03,head above water,START,NA,NA,141.27,129.72,NA,NA,NA,NA
20220228,Hazy,973,Target pole dives,41466.53,breath,POINT,NA,NA,141.27,129.72,NA,NA,NA,NA
20220228,Hazy,973,Target pole dives,41466.77,NA,NA,1400,43,142.67,129.72,301.184,298.928,300.056,300.056
20220228,Hazy,973,Target pole dives,41467.38,NA,NA,610,98,143.28,129.72,293.288,302.312,297.8,297.8
20220228,Hazy,973,Target pole dives,41467.66,breath,POINT,NA,NA,143.28,129.72,NA,NA,NA,NA
20220228,Hazy,973,Target pole dives,41468.1,NA,NA,720,83,144,129.72,302.03,302.03,302.03,302.03
20220228,Hazy,973,Target pole dives,41469.29,NA,NA,595,100.8403361,144.595,129.72,294.416,289.904,294.416,292.912
20220228,Hazy,973,Target pole dives,41469.29,NA,NA,595,100.8403361,145.19,129.72,NA,NA,NA,NA
20220228,Hazy,973,Target pole dives,41469.86,NA,NA,570,105,145.76,129.72,NA,NA,NA,NA
20220228,Hazy,973,Target pole dives,41470.13,breath,POINT,NA,NA,145.76,129.72,NA,NA,NA,NA
20220228,Hazy,973,Target pole dives,41470.43,NA,NA,570,105,146.33,129.72,304.569,303.44,303.44,303.8163333
20220228,Hazy,973,Target pole dives,41470.93,NA,NA,500,120,146.83,129.72,295.262,293.57,292.724,293.852
20220228,Hazy,973,Target pole dives,41471.53,NA,NA,600,100,147.43,129.72,296.954,298.646,297.8,297.8
20220228,Hazy,973,Target pole dives,41472.08,NA,NA,550,109,147.98,129.72,302.03,300.338,300.338,300.902
20220228,Hazy,973,Target pole dives,41472.62,NA,NA,540,111,148.52,129.72,306.261,303.723,302.876,304.2866667
20220228,Hazy,973,Target pole dives,41473.16,breath,POINT,540,111,149.06,129.72,294.416,296.954,294.416,295.262
20220228,Hazy,973,Target pole dives,41473.7,NA,NA,540,111,149.6,129.72,302.312,303.44,303.44,303.064
20220228,Hazy,973,Target pole dives,41474.24,NA,NA,540,111,150.14,129.72,293.288,289.904,288.776,290.656
20220228,Hazy,973,Target pole dives,41474.77,NA,NA,530,113,150.67,129.72,292.16,291.032,293.288,292.16
